userid,date,ticker,name,percent
49,2017-07-01,110030,110030,4.15759E-16
49,2017-07-01,160121,160121,0.062382587
49,2017-07-01,270023,270023,0
49,2017-07-01,202302,202302,0.39
49,2017-08-09,020023,020023,0
49,2017-08-09,040020,040020,5.96313E-17
49,2017-08-09,050024,050024,0.61
49,2017-08-09,110022,110022,0
49,2017-08-09,110025,110025,0
49,2017-08-09,460002,460002,6.28117E-17
49,2017-08-09,202302,202302,0.39
50,2017-07-01,040018,040018,0
50,2017-07-01,070012,070012,0.628413425
50,2017-07-01,110022,110022,0
50,2017-07-01,110030,110030,4.771E-16
50,2017-07-01,160121,160121,0.071586575
50,2017-07-01,270023,270023,0
50,2017-07-01,202302,202302,0.3
50,2017-08-09,020023,020023,0
50,2017-08-09,040020,040020,6.84294E-17
50,2017-08-09,050024,050024,0.7
50,2017-08-09,110022,110022,0
50,2017-08-09,110025,110025,0
50,2017-08-09,460002,460002,7.2079E-17
50,2017-08-09,202302,202302,0.3
51,2017-07-01,040018,040018,0
51,2017-07-01,070012,070012,0.511708075
51,2017-07-01,110022,110022,0
51,2017-07-01,110030,110030,3.88496E-16
51,2017-07-01,160121,160121,0.058291925
51,2017-07-01,270023,270023,0
51,2017-07-01,202302,202302,0.43
51,2017-08-09,020023,020023,0
51,2017-08-09,040020,040020,5.57211E-17
51,2017-08-09,050024,050024,0.57
51,2017-08-09,110022,110022,0
51,2017-08-09,110025,110025,0
51,2017-08-09,460002,460002,5.86929E-17
51,2017-08-09,202302,202302,0.43
52,2017-07-01,040018,040018,0
52,2017-07-01,070012,070012,0.430912063
52,2017-07-01,110022,110022,0
52,2017-07-01,110030,110030,3.27155E-16
52,2017-07-01,160121,160121,0.049087937
52,2017-07-01,270023,270023,0
52,2017-07-01,202302,202302,0.52
52,2017-08-09,020023,020023,0
52,2017-08-09,040020,040020,4.6923E-17
52,2017-08-09,050024,050024,0.48
52,2017-08-09,110022,110022,0
52,2017-08-09,110025,110025,0
52,2017-08-09,460002,460002,4.94256E-17
52,2017-08-09,202302,202302,0.52
53,2017-07-01,040018,040018,0
53,2017-07-01,070012,070012,0.63739076
53,2017-07-01,110022,110022,0
53,2017-07-01,110030,110030,4.83916E-16
53,2017-07-01,160121,160121,0.07260924
53,2017-07-01,270023,270023,0
53,2017-07-01,202302,202302,0.29
53,2017-08-09,020023,020023,0
53,2017-08-09,040020,040020,6.9407E-17
53,2017-08-09,050024,050024,0.71
53,2017-08-09,110022,110022,0
53,2017-08-09,110025,110025,0
53,2017-08-09,460002,460002,7.31087E-17
53,2017-08-09,202302,202302,0.29
54,2017-07-01,040018,040018,0
54,2017-07-01,070012,070012,0.736141441
54,2017-07-01,110022,110022,0
54,2017-07-01,110030,110030,5.58889E-16
54,2017-07-01,160121,160121,0.083858559
54,2017-07-01,270023,270023,0
54,2017-07-01,202302,202302,0.18
54,2017-08-09,020023,020023,0
54,2017-08-09,040020,040020,8.01602E-17
54,2017-08-09,050024,050024,0.82
54,2017-08-09,110022,110022,0
54,2017-08-09,110025,110025,0
54,2017-08-09,460002,460002,8.44354E-17
54,2017-08-09,202302,202302,0.18
55,2017-07-01,040018,040018,0
55,2017-07-01,070012,070012,0.745118775
55,2017-07-01,110022,110022,0
55,2017-07-01,110030,110030,5.65705E-16
55,2017-07-01,160121,160121,0.084881225
55,2017-07-01,270023,270023,0
55,2017-07-01,202302,202302,0.17
55,2017-08-09,020023,020023,0
