,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit
2017-08-11,1.0762,1.8354,1.1622,1.1126420821917808,1.1226322418174184,1.0999137063013698,1.109797968931687,1.1448700156164382,1.3305474625662677,1.1392520076712327,1.3241303261234019,1.5647835356164381,1.3305474625662677,1.5570397676712326,1.3241303261234019,1.087368870410959,1.0969636960459557,1.074532874520548,1.084129423160224,1.1414661868493152,1.326697180700548,1.1361479389041096,1.3202800442576823,1.560089066849315,1.326697180700548,1.5525691389041096,1.3202800442576823,1.061804498630137,1.0712951502744925,1.049076122739726,1.0584608773887612,1.1381785780821918,1.3228468988348288,1.1327441101369862,1.316429762391963,1.5555108180821917,1.3228468988348288,1.547874670136986,1.316429762391963,1.036531286849315,1.0456266045030298,1.023695290958904,1.0327923316172984,1.1348909693150684,1.3189966169691094,1.129456501369863,1.3125794805262434,1.5509325693150682,1.3189966169691094,1.5432964213698628,1.3125794805262434,1.010966915068493,1.019958058731567,0.9982385391780821,1.0071237858458355,1.1317869005479453,1.3151463351033899,1.1261688926027398,1.308729198660524,1.5464619405479452,1.3151463351033899,1.53871817260274,1.308729198660524
2017-08-10,1.0754,0.9109999999999999,1.1435,0.8569020821917808,0.8497656019812465,0.8473935463013698,0.8403421620934672,1.0299768956164383,1.0024253281632707,1.0250255976712328,0.9977136082193812,0.9390472556164383,1.0024253281632707,0.9345562776712327,0.9977136082193812,0.8379761104109589,0.830918722205688,0.828360034520548,0.8214952823179085,1.026955726849315,0.999598296196937,1.0222098789041096,0.9948865762530472,0.9363055668493151,0.999598296196937,0.9320364789041096,0.9948865762530472,0.818851498630137,0.8120718424301292,0.809342962739726,0.8026484025423499,1.0240489080821917,0.996771264230603,1.0191887101369863,0.9920595442867134,0.9336782280821917,0.996771264230603,0.9292947901369862,0.9920595442867134,0.7999255268493151,0.7932249626545707,0.7903094509589041,0.7838015227667914,1.0211420893150684,0.9939442322642693,1.0162818913698628,0.9892325123203797,0.9310508893150684,0.9939442322642693,0.926667451369863,0.9892325123203797,0.7808009150684931,0.7743780828790121,0.7712923791780821,0.7649546429912328,1.018326370547945,0.9911172002979356,1.0133750726027397,0.9864054803540458,0.9285310905479452,0.9911172002979356,0.9240401126027398,0.9864054803540458
2017-08-09,1.0785,0.9109,1.1456,0.8581980821917807,0.8510560524391727,0.8486734263013698,0.8416164819206694,1.0324060456164383,1.003977094838927,1.0274420776712327,0.9992573095796754,0.9397064856164383,1.003977094838927,0.9352117976712329,0.9992573095796754,0.839239860410959,0.8321769114021659,0.8296073545205479,0.8227373408836625,1.0293771468493151,1.001145223683376,1.0246188289041096,0.9964254384241242,0.9369625068493151,1.001145223683376,0.9326902289041097,0.9964254384241242,0.8200826986301369,0.8132977703651592,0.8105580427397261,0.8038581998466559,1.0264628080821918,0.998313352527825,1.0215899301369862,0.9935935672685732,0.9343330880821917,0.998313352527825,0.9299462501369863,0.9935935672685732,0.8011244768493151,0.7944186293281525,0.7914919709589041,0.784979058809649,1.0235484693150685,0.9954814813722739,1.018675591369863,0.9907616961130222,0.9317036693150684,0.9954814813722739,0.927316831369863,0.9907616961130222,0.7819673150684932,0.7755394882911458,0.7724426591780822,0.7660999177726424,1.0207252205479453,0.992649610216723,1.01576125260274,0.9879298249574713,0.9291821005479453,0.992649610216723,0.9246874126027398,0.9879298249574713
2017-08-08,1.1113,0.991,1.1646,0.8927930821917809,0.8873720921949322,0.8828348063013699,0.8774785711794819,1.0673291956164381,1.047647132645228,1.062177257671233,1.0427003721375028,1.0007912656164384,1.047647132645228,0.9959761676712329,1.0427003721375028,0.872975630410959,0.8675850501640314,0.862906224520548,0.8576915291485812,1.0641879768493152,1.0446790763405929,1.0592515989041096,1.0397323158328675,0.997854556849315,1.0446790763405929,0.9932670489041097,1.0397323158328675,0.852947948630137,0.8477980081331309,0.8429896727397261,0.8379044871176804,1.0611632180821917,1.0417110200359576,1.0561103801369864,1.0367642595282325,0.9950343080821917,1.0417110200359576,0.9903303401369862,1.0367642595282325,0.8331304968493152,0.8280109661022301,0.8230610909589041,0.8181174450867796,1.0581384593150682,1.0387429637313224,1.053085621369863,1.0337962032235972,0.9922140593150685,1.0387429637313224,0.9875100913698629,1.0337962032235972,0.8131028150684931,0.8082239240713294,0.8031445391780822,0.7983304030558791,1.0552128005479453,1.0357749074266873,1.05006086260274,1.0308281469189622,0.9895049405479452,1.0357749074266873,0.9846898426027398,1.0308281469189622
2017-08-07,1.1458,1.2028,1.1593,0.9555280821917809,0.955874236559985,0.94478118630137,0.9451244387399715,1.1151485156164382,1.1300209612442038,1.1097323376712327,1.1246460623341972,1.1466752156164384,1.1300209612442038,1.141099437671233,1.1246460623341972,0.9341545704109588,0.9343746409199579,0.923293094520548,0.9236248430999443,1.111853306849315,1.1267960218981998,1.1066733389041095,1.1214211229881932,1.1432831068493152,1.1267960218981998,1.1379378389041097,1.1214211229881932,0.9125461986301369,0.912875045279931,0.901799302739726,0.9021252474599173,1.1086740280821918,1.1235710825521958,1.1033781301369863,1.118196183642189,1.1400069280821918,1.1235710825521958,1.1345457301369861,1.118196183642189,0.8911726868493152,0.8913754496399038,0.8803112109589042,0.8806256518198903,1.1054947493150684,1.1203461432061916,1.1001988513698628,1.1149712442961848,1.1367307493150685,1.1203461432061916,1.131269551369863,1.1149712442961848,0.8695643150684931,0.8698758539998768,0.8588174191780822,0.8591260561798634,1.1024357505479452,1.1171212038601877,1.0970195726027399,1.111746304950181,1.1335691505479453,1.1171212038601877,1.1279933726027398,1.111746304950181
2017-08-06,1.1331,0.9440000000000001,1.1594,0.8830170821917809,0.877792178159205,0.8731827263013698,0.8680184060692012,1.0754795356164384,1.036127286017266,1.070288877671233,1.031240399972264,0.9708883256164383,1.036127286017266,0.9662271476712329,1.031240399972264,0.8634427704109588,0.8582446339791976,0.8534951045205479,0.8484708618891936,1.072314456849315,1.0331951543902647,1.0673341389041096,1.028308268345263,0.968044716849315,1.0331951543902647,0.9636127889041096,1.028308268345263,0.843660748630137,0.8386970897991899,0.833826392739726,0.8289233177091861,1.0692653180821918,1.0302630227632636,1.0641690601369862,1.0253761367182617,0.9653170480821919,1.0302630227632636,0.9607691801369863,1.0253761367182617,0.824086436849315,0.8191495456191823,0.8141387709589041,0.8093757735291786,1.0662161793150684,1.0273308911362626,1.061119921369863,1.0224440050912607,0.9625893793150684,1.0273308911362626,0.958041511369863,1.0224440050912607,0.8043044150684932,0.7996020014391748,0.7944700591780822,0.7898282293491712,1.0632614405479452,1.0243987595092614,1.0580707826027398,1.0195118734642596,0.9599750205479453,1.0243987595092614,0.9553138426027399,1.0195118734642596
2017-08-04,1.1296,1.7712,1.1623,1.106554082191781,1.1172893667856834,1.0939047463013698,1.1045218798378484,1.1731231556164383,1.324122655340606,1.1673630976712328,1.3177389118666887,1.5279921156164384,1.324122655340606,1.5204355776712328,1.3177389118666887,1.0814325304109589,1.0917543928900137,1.0686702345205479,1.078986905942179,1.1696328068493151,1.3202924092562554,1.1641660989041096,1.3139086657823382,1.5234110468493154,1.3202924092562554,1.5160836989041098,1.3139086657823382,1.056020898630137,1.0662194189943444,1.043371562739726,1.0534519320465097,1.1662586880821917,1.3164621631719051,1.1606757501369862,1.3100784196979878,1.5189462080821918,1.3164621631719051,1.5115026301369863,1.3100784196979878,1.0308993468493153,1.0406844450986747,1.018137050958904,1.02791695815084,1.1628845693150685,1.3126319170875547,1.157301631369863,1.3062481736136373,1.5144813693150685,1.3126319170875547,1.507037791369863,1.3062481736136373,1.005487715068493,1.0151494712030054,0.9928383791780823,1.0023819842551704,1.1596875705479452,1.3088016710032044,1.15392751260274,1.3024179275292869,1.5101294905479457,1.3088016710032044,1.50257295260274,1.3024179275292869
2017-08-03,1.1243,0.8315,1.1536,0.8489380821917808,0.8415029436087196,0.8395323063013699,0.8321827869505968,1.0550431456164384,0.992489481470307,1.049967257671233,0.9878294031412458,0.8930954656164383,0.992489481470307,0.8888394176712329,0.9878294031412458,0.8302096804109589,0.8228626302924741,0.8206914745205479,0.8135424736343514,1.0519450268493153,0.9896934344728703,1.0470676489041097,0.9850333561438089,0.8904951068493151,0.9896934344728703,0.8864668489041096,0.9850333561438089,0.811285698630137,0.8042223169762286,0.801879922739726,0.7949021603181059,1.048962268082192,0.9868973874754333,1.0439695301369862,0.982237309146372,0.8880101080821918,0.9868973874754333,0.8838664901369861,0.982237309146372,0.7925572968493151,0.7855820036599832,0.783039090958904,0.7762618470018605,1.0459795093150683,0.9841013404779966,1.040986771369863,0.9794412621489352,0.8855251093150684,0.9841013404779966,0.881381491369863,0.9794412621489352,0.7736333150684931,0.7669416903437379,0.7642275391780822,0.7576215336856154,1.0430799005479454,0.98130529348056,1.0380040126027401,0.9766452151514986,0.8831525405479452,0.98130529348056,0.8788964926027397,0.9766452151514986
2017-08-02,1.1307,0.821,1.1515,0.8467750821917808,0.8394952164262475,0.8373967663013697,0.8302001563579056,1.0577361156164384,0.9900751895333844,1.052647067671233,0.9854276594992134,0.8864410456164383,0.9900751895333844,0.8822191576712328,0.9854276594992134,0.8281005504109589,0.8209050962895639,0.8186091645205479,0.811610036221222,1.054630016849315,0.9872866715128819,1.0497382189041096,0.9826391414787109,0.883861436849315,0.9872866715128819,0.8798677689041096,0.9826391414787109,0.809230848630137,0.8023149761528803,0.7998525327397261,0.7930199160845384,1.0516390680821917,0.9844981534923793,1.0466321201369864,0.9798506234582084,0.8813969780821918,0.9844981534923793,0.8772881601369862,0.9798506234582084,0.790556316849315,0.7837248560161967,0.7810649309589041,0.7744297959478548,1.0486481193150685,0.9817096354718766,1.043641171369863,0.9770621054377058,0.8789325193150684,0.9817096354718766,0.874823701369863,0.9770621054377058,0.7716866150684931,0.7651347358795131,0.7623082991780822,0.7558396758111713,1.0457392705479454,0.9789211174513741,1.0406502226027399,0.9742735874172033,0.8765811305479452,0.9789211174513741,0.8723592426027398,0.9742735874172033
2017-08-01,1.1428,0.8627,1.1485,0.859615082191781,0.8537829164621071,0.85007552630137,0.8443092601433171,1.0703955656164383,1.0072561488265055,1.065237677671233,1.0025193206671106,0.9154722556164383,1.0072561488265055,0.9110986476712328,1.0025193206671106,0.8406222404109589,0.8348356038245269,0.8309684045205479,0.8253619475057369,1.067249176849315,1.0044140519308686,1.0622924089041097,0.9996772237714735,0.9128020368493152,1.0044140519308686,0.9086575589041097,0.9996772237714735,0.821428848630137,0.8158882911869468,0.8118892927397261,0.8064146348681567,1.0642176380821917,1.0015719550352316,1.0591460201369864,0.9968351268758364,0.9102466680821918,1.0015719550352316,0.9059873401369863,0.9968351268758364,0.8024360068493152,0.7969409785493667,0.792782170958904,0.7874673222305767,1.0611860993150684,0.9987298581395946,1.056114481369863,0.9939930299801996,0.9076912993150684,0.9987298581395946,0.9034319713698631,0.9939930299801996,0.7832426150684931,0.7779936659117868,0.7737030591780822,0.7685200095929967,1.0582408305479452,0.9958877612439576,1.05308294260274,0.9911509330845625,0.9052502105479453,0.9958877612439576,0.9008766026027398,0.9911509330845625
2017-07-31,1.1572,1.0725,1.1862,0.9313490821917807,0.9280213007842468,0.92090796630137,0.9176196646614301,1.1116801456164382,1.0965278059738788,1.1062910676712328,1.0913269879124703,1.0648325756164383,1.0965278059738788,1.0596806576712328,1.0913269879124703,0.9105741004109589,0.9072180285386132,0.900017264520548,0.8968163924157964,1.1083969768493152,1.0934073151370336,1.1032337689041096,1.0882064970756251,1.061693396849315,1.0934073151370336,1.0567758189041097,1.0882064970756251,0.8895761486301369,0.8864147562929796,0.8791350327397259,0.8760131201701629,1.1052324280821917,1.0902868243001886,1.0999506001369863,1.0850860062387802,1.0586728380821917,1.0902868243001886,1.0536366401369863,1.0850860062387802,0.868801166849315,0.865611484047346,0.8582443309589041,0.8552098479245291,1.1020678793150684,1.0871663334633435,1.0967860513698628,1.081965515401935,1.0556522793150684,1.0871663334633435,1.050616081369863,1.081965515401935,0.8478032150684931,0.8448082118017125,0.8373620991780821,0.8344065756788958,1.099010580547945,1.0840458426264985,1.0936215026027398,1.07884502456509,1.0527474405479453,1.0840458426264985,1.0475955226027398,1.07884502456509
2017-07-30,1.14755,1.08595,1.1906,0.9343620821917809,0.9306826190150543,0.9238827263013699,0.9202477164143525,1.1075408306164385,1.0997280411464248,1.102172152671233,1.0945105898460739,1.0734698706164383,1.0997280411464248,1.0682736726712327,1.0945105898460739,0.9135119654109589,0.9098128138136505,0.902917854520548,0.8993779112129485,1.1042699068493151,1.0965975703662143,1.0991288839041096,1.0913801190658632,1.070303666849315,1.0965975703662143,1.0653412839041096,1.0913801190658632,0.892438498630137,0.8889430086122467,0.881959142739726,0.8785081060115449,1.1011180430821916,1.0934670995860036,1.0958579601369862,1.0882496482856525,1.0672565230821918,1.0934670995860036,1.0621750801369862,1.0882496482856525,0.8715883818493151,0.868073203410843,0.860994270958904,0.8576383008101411,1.0979661793150683,1.090336628805793,1.092706096369863,1.085119177505442,1.0642093793150684,1.090336628805793,1.059127936369863,1.085119177505442,0.8505149150684932,0.8472033982094392,0.8400355591780821,0.8367684956087373,1.0949229105479452,1.0872061580255825,1.0895542326027399,1.0819887067252316,1.0612769905479453,1.0872061580255825,1.05608079260274,1.0819887067252316
2017-07-28,1.1363,2.1343,1.1911,1.215214082191781,1.2316869806498179,1.2011975863013697,1.2174895235286813,1.2261657856164385,1.4616857860122279,1.2201021876712328,1.4545870574516597,1.7781595856164385,1.4616857860122279,1.7693015876712328,1.4545870574516597,1.1873945204109588,1.203292066407545,1.1732643945205479,1.1890946092864085,1.2224988468493154,1.4574265488758869,1.2167677889041097,1.4503278203153187,1.7727960468493151,1.4574265488758869,1.7641707889041098,1.4503278203153187,1.1592478986301369,1.174897152165272,1.145231402739726,1.1606996950441355,1.2189510180821919,1.453167311739546,1.2131008501369864,1.4460685831789777,1.767551618082192,1.453167311739546,1.7588072501369862,1.4460685831789777,1.1314283368493152,1.1465022379229994,1.117298210958904,1.132304780801863,1.2154031893150683,1.448908074603205,1.2095530213698629,1.4418093460426369,1.7623071893150684,1.448908074603205,1.7535628213698629,1.4418093460426369,1.1032817150684933,1.1181073236807264,1.0892652191780823,1.1039098665595901,1.2120687905479453,1.4446488374668642,1.20600519260274,1.4375501089062959,1.7571763905479454,1.4446488374668642,1.74831839260274,1.4375501089062959
2017-07-27,1.1264,0.7713,1.1831,0.842565082191781,0.832334181654282,0.8332405263013698,0.8231286345205897,1.0541830256164384,0.9814640452200958,1.049115377671233,0.9768612716532499,0.8577772156164384,0.9814640452200958,0.8537038476712329,0.9768612716532499,0.8239931004109589,0.8139230873868974,0.8145559045205479,0.8047175402532052,1.0510868768493151,0.9787023810799882,1.0462146689041096,0.9740996075131421,0.855284736849315,0.9787023810799882,0.8514423189041096,0.9740996075131421,0.805231348630137,0.7955119931195129,0.7959067927397261,0.7863064459858207,1.0481090380821918,0.9759407169398805,1.0431185201369864,0.9713379433730345,0.8529105680821918,0.9759407169398805,0.8489498401369863,0.9713379433730345,0.7866593668493151,0.7771008988521285,0.777222170958904,0.7678953517184363,1.0451311993150685,0.9731790527997729,1.040140681369863,0.9685762792329267,0.8505363993150683,0.9731790527997729,0.846575671369863,0.9685762792329267,0.7678976150684932,0.7586898045847441,0.7585730591780822,0.7494842574510518,1.0422304905479451,0.9704173886596652,1.03716284260274,0.9658146150928191,0.8482748705479453,0.9704173886596652,0.8442015026027399,0.9658146150928191
2017-07-26,1.1354,0.7891,1.1966,0.8535810821917809,0.8432650879935297,0.8441186063013699,0.8339229045305968,1.0646583656164383,0.9946084600930414,1.0595346076712329,0.9899373683615749,0.8731198356164384,0.9946084600930414,0.8689657176712329,0.9899373683615749,0.8347350404109589,0.824580721067664,0.8251590245205479,0.8152385376047311,1.0615280968493153,0.9918058050541614,1.0566029089041096,0.9871347133226949,0.8705782768493151,0.9918058050541614,0.8666573589041097,0.9871347133226949,0.8156965486301371,0.8058963541417983,0.8062340727397261,0.7965541706788655,1.0585174880821917,0.9890031500152816,1.0534726401369863,0.9843320582838151,0.8681563780821919,0.9890031500152816,0.8641158001369863,0.9843320582838151,0.7968505068493152,0.7872119872159327,0.7872744909589041,0.7778698037529999,1.0555068793150684,0.9862004949764017,1.050462031369863,0.9815294032449352,0.8657344793150685,0.9862004949764017,0.861693901369863,0.9815294032449352,0.7778120150684932,0.768527620290067,0.7683495391780821,0.7591854368271342,1.052575180547945,0.9833978399375218,1.0474514226027398,0.9787267482060554,0.8634261205479453,0.9833978399375218,0.8592720026027398,0.9787267482060554
2017-07-25,1.1568,0.7912,1.1918,0.8571060821917809,0.8479132075571687,0.8476000263013699,0.8385129225996903,1.0785134356164383,1.0001978238683171,1.0733176276712328,0.995497681389578,0.8763000756164384,1.0001978238683171,0.8721279476712328,0.995497681389578,0.8381730904109589,0.829112637642212,0.8285513545205478,0.8197123526847336,1.075340266849315,0.9973777383810736,1.0703427589041097,0.9926775959023344,0.8737484268493151,0.9973777383810736,0.8698111589041095,0.9926775959023344,0.8190452986301371,0.8103120677272553,0.809539242739726,0.8009117827697769,1.0722862780821918,0.9945576528938301,1.0671695901369864,0.9898575104150908,0.8713159580821916,0.9945576528938301,0.8672595101369862,0.9898575104150908,0.8001123068493151,0.7915114978122988,0.7904905709589041,0.7821112128548204,1.0692322893150685,0.9917375674065867,1.064115601369863,0.9870374249278474,0.8688834893150685,0.9917375674065867,0.864827041369863,0.9870374249278474,0.7809845150684932,0.7727109278973421,0.7714784591780822,0.7633106429398637,1.0662574205479451,0.9889174819193431,1.06106161260274,0.984217339440604,0.8665667005479453,0.9889174819193431,0.8623945726027398,0.984217339440604
2017-07-24,1.1753,1.2615,1.205,0.9921960821917809,0.9921871556012394,0.9809901063013698,0.9809834462932102,1.1497713056164383,1.1736872463913122,1.1441696576712328,1.1680853917372978,1.1974485256164384,1.1736872463913122,1.1916055176712328,1.1680853917372978,0.969910280410959,0.969779736985181,0.9585867745205479,0.9585760276771518,1.1463632468493152,1.1703261335989033,1.1410082489041098,1.1647242789448888,1.1938939268493152,1.1703261335989033,1.1882889489041097,1.1647242789448888,0.947380798630137,0.9473723183691227,0.936174822739726,0.9361686090610933,1.1430756880821917,1.1669650208064948,1.1376001901369863,1.1613631661524801,1.1904598280821919,1.1669650208064948,1.1847343501369862,1.1613631661524801,0.9250949968493152,0.9249648997530642,0.9137714909589041,0.9137611904450349,1.1397881293150685,1.1636039080140859,1.134312631369863,1.1580020533600712,1.1870257293150686,1.1636039080140859,1.181300251369863,1.1580020533600712,0.9025655150684933,0.9025574811370057,0.8913595391780822,0.8913537718289766,1.1366267205479452,1.1602427952216772,1.13102507260274,1.1546409405676625,1.1837091605479453,1.1602427952216772,1.17786615260274,1.1546409405676625
2017-07-23,1.14525,1.0873,1.2106,0.9406435821917808,0.9357570506797798,0.9300856163013698,0.925258717683269,1.1095224156164383,1.1058300452232568,1.1041428426712327,1.1005808787250015,1.0774702706164383,1.1058300452232568,1.0722529576712327,1.1005808787250015,0.9196363804109589,0.9147603846867578,0.9089638895205479,0.9042620516902469,1.1062437818493152,1.1026805453243038,1.1010939989041097,1.0974313788260484,1.074290151849315,1.1026805453243038,1.0693084239041095,1.0974313788260484,0.898405923630137,0.8937637186937359,0.8878479577397259,0.883265385697225,1.1030862080821917,1.0995310454253504,1.0978153651369864,1.094281878927095,1.0712310930821918,1.0995310454253504,1.0661283051369863,1.094281878927095,0.8773987218493151,0.8727670527007141,0.8667262309589041,0.8622687197042029,1.0999286343150685,1.0963815455263972,1.094657791369863,1.0911323790281415,1.0681720343150685,1.0963815455263972,1.0630692463698628,1.0911323790281415,0.8561682650684931,0.8517703867076922,0.8456102991780822,0.8412720537111813,1.0968797905479453,1.093232045627444,1.09150021760274,1.0879828791291883,1.0652275005479452,1.093232045627444,1.0600101876027397,1.0879828791291883
2017-07-21,1.14,1.0518,1.2124,0.9305320821917807,0.9246467076031044,0.9201012663013698,0.9142872538950519,1.1020195356164382,1.0924698576735548,1.0966815676712327,1.0872901308195286,1.0532361156164383,1.0924698576735548,1.048145107671233,1.0872901308195286,0.9097756304109589,0.9039278001869994,0.8992308145205479,0.8935683464789468,1.0987650468493149,1.089362021561139,1.0936534989041096,1.084182294707113,1.0501315668493152,1.089362021561139,1.0452757989041097,1.084182294707113,0.8887999986301369,0.8832088927708943,0.878369182739726,0.8728494390628418,1.0956317980821917,1.0862541854487233,1.0903990101369863,1.081074458594697,1.0471482580821918,1.0862541854487233,1.0421712501369862,1.081074458594697,0.8680435468493151,0.8624899853547894,0.8574987309589042,0.8521305316467367,1.0924985493150683,1.0831463493363076,1.0872657613698629,1.0779666224822813,1.0441649493150684,1.0831463493363076,1.039187941369863,1.0779666224822813,0.8470679150684931,0.8417710779386843,0.836637099178082,0.831411624230632,1.0894704805479452,1.0800385132238919,1.08413251260274,1.0748587863698655,1.0412956405479452,1.0800385132238919,1.0362046326027399,1.0748587863698655
