,基金1,基金2,基金3,C5进取型(81-100)-新客户-男-fix-combination_profit,C5进取型(81-100)-新客户-男-dyn-combination_profit,C5进取型(81-100)-新客户-女-fix-combination_profit,C5进取型(81-100)-新客户-女-dyn-combination_profit,C5进取型(81-100)-增1老客户-男-fix-combination_profit,C5进取型(81-100)-增1老客户-男-dyn-combination_profit,C5进取型(81-100)-增1老客户-女-fix-combination_profit,C5进取型(81-100)-增1老客户-女-dyn-combination_profit,C5进取型(81-100)-增2老客户-男-fix-combination_profit,C5进取型(81-100)-增2老客户-男-dyn-combination_profit,C5进取型(81-100)-增2老客户-女-fix-combination_profit,C5进取型(81-100)-增2老客户-女-dyn-combination_profit,C4成长型(61-80)-新客户-男-fix-combination_profit,C4成长型(61-80)-新客户-男-dyn-combination_profit,C4成长型(61-80)-新客户-女-fix-combination_profit,C4成长型(61-80)-新客户-女-dyn-combination_profit,C4成长型(61-80)-增1老客户-男-fix-combination_profit,C4成长型(61-80)-增1老客户-男-dyn-combination_profit,C4成长型(61-80)-增1老客户-女-fix-combination_profit,C4成长型(61-80)-增1老客户-女-dyn-combination_profit,C4成长型(61-80)-增2老客户-男-fix-combination_profit,C4成长型(61-80)-增2老客户-男-dyn-combination_profit,C4成长型(61-80)-增2老客户-女-fix-combination_profit,C4成长型(61-80)-增2老客户-女-dyn-combination_profit,C3平衡性(41-60)-新客户-男-fix-combination_profit,C3平衡性(41-60)-新客户-男-dyn-combination_profit,C3平衡性(41-60)-新客户-女-fix-combination_profit,C3平衡性(41-60)-新客户-女-dyn-combination_profit,C3平衡性(41-60)-增1老客户-男-fix-combination_profit,C3平衡性(41-60)-增1老客户-男-dyn-combination_profit,C3平衡性(41-60)-增1老客户-女-fix-combination_profit,C3平衡性(41-60)-增1老客户-女-dyn-combination_profit,C3平衡性(41-60)-增2老客户-男-fix-combination_profit,C3平衡性(41-60)-增2老客户-男-dyn-combination_profit,C3平衡性(41-60)-增2老客户-女-fix-combination_profit,C3平衡性(41-60)-增2老客户-女-dyn-combination_profit,C2稳健型(25-40)-新客户-男-fix-combination_profit,C2稳健型(25-40)-新客户-男-dyn-combination_profit,C2稳健型(25-40)-新客户-女-fix-combination_profit,C2稳健型(25-40)-新客户-女-dyn-combination_profit,C2稳健型(25-40)-增1老客户-男-fix-combination_profit,C2稳健型(25-40)-增1老客户-男-dyn-combination_profit,C2稳健型(25-40)-增1老客户-女-fix-combination_profit,C2稳健型(25-40)-增1老客户-女-dyn-combination_profit,C2稳健型(25-40)-增2老客户-男-fix-combination_profit,C2稳健型(25-40)-增2老客户-男-dyn-combination_profit,C2稳健型(25-40)-增2老客户-女-fix-combination_profit,C2稳健型(25-40)-增2老客户-女-dyn-combination_profit,C1保守型(0-25)-新客户-男-fix-combination_profit,C1保守型(0-25)-新客户-男-dyn-combination_profit,C1保守型(0-25)-新客户-女-fix-combination_profit,C1保守型(0-25)-新客户-女-dyn-combination_profit,C1保守型(0-25)-增1老客户-男-fix-combination_profit,C1保守型(0-25)-增1老客户-男-dyn-combination_profit,C1保守型(0-25)-增1老客户-女-fix-combination_profit,C1保守型(0-25)-增1老客户-女-dyn-combination_profit,C1保守型(0-25)-增2老客户-男-fix-combination_profit,C1保守型(0-25)-增2老客户-男-dyn-combination_profit,C1保守型(0-25)-增2老客户-女-fix-combination_profit,C1保守型(0-25)-增2老客户-女-dyn-combination_profit
2017-04-10,1.0128,1.1273,0.924,0.8319170821917807,0.8450551517019744,0.8227138863013699,0.835690592442686,0.9768791456164383,0.9967610117024459,0.9721930876712328,0.992078732072802,1.0402090956164383,0.9967610117024459,1.0352024376712328,0.992078732072802,0.8136234204109588,0.8263260331833976,0.8043189445205479,0.8169614739241093,0.974034616849315,0.9939516439246596,0.9695536889041096,0.9892693642950153,1.0371699168493151,0.9939516439246596,1.0323569389041096,0.9892693642950153,0.795115748630137,0.8075969146648209,0.785912552739726,0.7982323554055324,0.9712824880821916,0.9911422761468731,0.9667091601369862,0.9864599965172287,1.0342231380821918,0.9911422761468731,1.0293177601369863,0.9864599965172287,0.776822086849315,0.788867796146244,0.7675176109589041,0.7795032368869558,0.9685303593150684,0.9883329083690865,0.9639570313698629,0.9836506287394424,1.0312763593150684,0.9883329083690865,1.026370981369863,0.9836506287394424,0.7583144150684932,0.7701386776276673,0.7491112191780822,0.7607741183683789,0.9658909605479451,0.9855235405913,0.9612049026027398,0.9808412609616558,1.028430860547945,0.9855235405913,1.0234242026027398,0.9808412609616558
2017-04-09,1.02565,1.12765,0.8949,0.8253980821917808,0.8419121568912846,0.8162766863013697,0.83258688506713,0.9806740006164383,0.9929815604425916,0.9759689126712328,0.9883189245305144,1.0370902006164382,0.9929815604425916,1.032099512671233,0.9883189245305144,0.8072680554109589,0.823261613242975,0.7980440945205479,0.8139363414188205,0.9778198068493151,0.9901839788953453,0.9733169739041097,0.9855213429832679,1.034062606849315,0.9901839788953453,1.0292639739041096,0.9855213429832679,0.788922698630137,0.8046110695946656,0.779801302739726,0.7952857977705108,0.9750551030821917,0.9873863973480989,0.9704627801369863,0.9827237614360214,1.0311245030821918,0.9873863973480989,1.0262363801369863,0.9827237614360214,0.770792671849315,0.7859605259463561,0.7615687109589042,0.7766352541222014,0.9722903993150684,0.9845888158008524,0.967698076369863,0.979926179888775,1.0281863993150684,0.9845888158008524,1.023298276369863,0.979926179888775,0.7524473150684932,0.7673099822980467,0.7433259191780821,0.7579847104738917,0.9696384605479451,0.9817912342536059,0.9649333726027398,0.9771285983415285,1.0253508605479453,0.9817912342536059,1.0203601726027398,0.9771285983415285
2017-04-07,1.0455,1.1299,0.9186,0.8377580821917808,0.8531654426638468,0.8284826263013698,0.8436995047675349,0.9983027456164384,1.0065136365840974,0.9935052776712329,1.0017806676359418,1.0449843856164382,1.0065136365840974,1.0399505976712329,1.0017806676359418,0.819320160410959,0.8342335668712232,0.8099401545205479,0.8247676289749115,0.9953917468493152,1.003673855215204,0.9907991289041096,0.9989408862670481,1.041929906849315,1.003673855215204,1.0370925289041095,0.9989408862670481,0.8006646986301369,0.8153016910785996,0.791389242739726,0.8058357531822877,0.9925726080821918,1.0008340738463106,0.9878881301369864,0.9961011048981545,1.0389672880821919,1.0008340738463106,1.0340380501369861,0.9961011048981545,0.782226776849315,0.796369815285976,0.7728467709589042,0.7869038773896642,0.9897534693150685,0.997994292477417,0.985068991369863,0.993261323529261,1.0360046693150684,0.997994292477417,1.031075431369863,0.993261323529261,0.7635713150684931,0.7774379394933525,0.7542958591780822,0.7679720015970406,0.9870473205479452,0.9951545111085234,0.9822498526027399,0.9904215421603676,1.033146600547945,0.9951545111085234,1.02811281260274,0.9904215421603676
2017-04-06,1.0885,1.1724,0.8957,0.8509350821917809,0.8724592940427613,0.8414949263013699,0.8627521830042131,1.0285153356164383,1.0297144928672421,1.023558227671233,1.0248609373479682,1.0749204256164384,1.0297144928672421,1.0697283976712328,1.0248609373479682,0.8321720104109589,0.8530450719656648,0.8226230045205479,0.8433379609271168,1.0255107768493152,1.026802359555678,1.0207604789041096,1.0219488040364038,1.0717732368493151,1.026802359555678,1.0667796289041098,1.0219488040364038,0.813182848630137,0.8336308498885685,0.8037426927397261,0.8239237388500202,1.0225957880821919,1.0238902262441134,1.0177559201369863,1.019036670724839,1.068715618082192,1.0238902262441134,1.0636324401369863,1.019036670724839,0.7944197768493151,0.814216627811472,0.7848707709589042,0.8045095167729237,1.0196807993150685,1.020978092932549,1.014840931369863,1.0161245374132748,1.0656579993150685,1.020978092932549,1.0605748213698631,1.0161245374132748,0.7754306150684931,0.7948024057343757,0.7659904591780823,0.7850952946958274,1.0168830505479451,1.0180659596209845,1.0119259426027398,1.0132124041017103,1.0627092305479453,1.0180659596209845,1.05751720260274,1.0132124041017103
2017-04-05,1.1084,1.1336,0.8928,0.8437100821917809,0.8648628149944827,0.83436170630137,0.8552506599440378,1.0367599956164384,1.0205797268116872,1.0317630076712327,1.0157736492864649,1.0506981156164383,1.0205797268116872,1.0456305676712327,1.0157736492864649,0.8251266904109589,0.8456385048935932,0.8156674745205479,0.8360263498431485,1.033730906849315,1.0176960802965538,1.0289365589041097,1.0128900027713315,1.047626186849315,1.0176960802965538,1.0427587589041096,1.0128900027713315,0.806319098630137,0.8264141947927037,0.796970722739726,0.816802039742259,1.0307910980821917,1.0148124337814204,1.0259074701369864,1.0100063562561978,1.044643538082192,1.0148124337814204,1.0396868301369862,1.0100063562561978,0.7877357068493152,0.8071898846918142,0.778276490958904,0.7975777296413694,1.0278512893150684,1.011928787266287,1.022967661369863,1.0071227097410647,1.0416608893150683,1.011928787266287,1.036704181369863,1.0071227097410647,0.768928115068493,0.7879655745909248,0.7595797391780822,0.77835341954048,1.0250248405479452,1.0090451407511536,1.0200278526027398,1.0042390632259313,1.0387890805479452,1.0090451407511536,1.0337215326027398,1.0042390632259313
2017-04-04,1.095975,1.126075,0.9539,0.8586210821917808,0.873133779143654,0.8490861963013698,0.8634182370413446,1.0377769831164383,1.0305255612010655,1.0327737601712328,1.025667790149911,1.0544252931164384,1.0305255612010655,1.0493377901712329,1.025667790149911,0.8396639179109588,0.8537026949390352,0.8300194345205478,0.8439871528367259,1.034740336849315,1.027610898570373,1.0299451114041096,1.022753127519218,1.0513374768493151,1.027610898570373,1.0464549614041097,1.022753127519218,0.8204845486301369,0.8342716107344165,0.8109496627397259,0.824556068632107,1.0317990805821917,1.02469623593968,1.0269084651369862,1.0198384648885255,1.0483450505821919,1.02469623593968,1.0433671451369861,1.0198384648885255,0.801527384349315,0.8148405265297977,0.791882900958904,0.8051249844274883,1.0288578243150683,1.0217815733089872,1.023967208869863,1.0169238022578326,1.0453526243150684,1.0217815733089872,1.0403747188698629,1.0169238022578326,0.7823480150684929,0.795409442325179,0.7728131291780822,0.7856939002228696,1.026029175547945,1.0188669106782944,1.0210259526027399,1.0140091396271398,1.0424697955479454,1.0188669106782944,1.0373822926027398,1.0140091396271398
2017-03-31,1.0071,1.1197,0.9534,0.8380760821917809,0.8478640801615936,0.8287959463013699,0.83846440929656,0.9770774456164384,1.000138748175138,0.9723901976712328,0.9954389127426213,1.0393565056164382,1.000138748175138,1.0343539776712327,0.9954389127426213,0.8196277804109589,0.8290647384315263,0.8102469345205479,0.8196650675664928,0.9742302868493151,0.9973188469156281,0.9697503489041096,0.9926190114831113,1.036317926849315,0.9973188469156281,1.0315114489041097,0.9926190114831113,0.800966798630137,0.8102653967014593,0.7916866627397259,0.8008657258364255,0.971478468082192,0.994498945656118,0.9669031901369863,0.9897991102236012,1.0333746880821917,0.994498945656118,1.0284728701369863,0.9897991102236012,0.7825184968493151,0.7914660549713918,0.7731376509589041,0.7820663841063583,0.9687266493150684,0.9916790443966079,0.964151371369863,0.9869792089640911,1.0304314493150684,0.9916790443966079,1.025529631369863,0.9869792089640911,0.7638575150684931,0.7726667132413247,0.7545773791780822,0.7632670423762911,0.9660868005479452,0.9888591431370979,0.9613995526027399,0.9841593077045809,1.0275889205479452,0.9888591431370979,1.0225863926027399,0.9841593077045809
2017-03-30,0.9776,1.1096,0.9559,0.8299540821917808,0.8375861399477598,0.8207749863013698,0.8283149433353992,0.9564181156164382,0.987779525068003,0.9518389376712327,0.9831439267618228,1.0294273156164384,0.987779525068003,1.0244785376712329,0.9831439267618228,0.8117068504109589,0.8190437467230385,0.802429994520548,0.8097725501106778,0.9536354468493151,0.9849981660842949,0.9492628189041097,0.9803625677781145,1.026420246849315,0.9849981660842949,1.0216648189041095,0.9803625677781145,0.793250898630137,0.8005013534983171,0.784071802739726,0.7912301568859562,0.9509483680821917,0.9822168071005867,0.9464801501369864,0.9775812087944062,1.0235087680821917,0.9822168071005867,1.0186577501369862,0.9775812087944062,0.7750036668493151,0.7819589602735957,0.765726810958904,0.772687763661235,0.9482612893150684,0.9794354481168785,0.9437930713698629,0.9747998498106981,1.0205972893150683,0.9794354481168785,1.0157462713698628,0.9747998498106981,0.7565477150684932,0.7634165670488743,0.7473686191780822,0.7541453704365135,0.9456851705479452,0.9766540891331703,0.9411059926027399,0.9720184908269899,1.0177835705479452,0.9766540891331703,1.0128347926027397,0.9720184908269899
2017-03-29,1.0229,1.1595,0.956,0.8529720821917808,0.8650097204769366,0.8435051463013699,0.8553957291079612,0.9929429456164383,1.020756380654338,0.9881701976712327,1.0159493849698507,1.0684964056164383,1.020756380654338,1.0633411776712327,1.0159493849698507,0.8341541604109589,0.8457817377389858,0.8245849345205478,0.8361677463700105,0.990045126849315,1.0178721832436455,0.9854839289041096,1.0130651875591579,1.065366366849315,1.0178721832436455,1.0604090289041095,1.0130651875591579,0.8151179986301369,0.826553755001035,0.805651062739726,0.8169397636320597,0.9872429080821916,1.014987985832953,0.9825861101369862,1.0101809901484653,1.0623319280821917,1.014987985832953,1.0572789901369863,1.0101809901484653,0.796300076849315,0.8073257722630841,0.786730850958904,0.7977117808941089,0.9844406893150683,1.0121037884222603,0.9797838913698629,1.0072967927377725,1.0592974893150684,1.0121037884222603,1.0542445513698628,1.0072967927377725,0.777263915068493,0.7880977895251334,0.7677969791780821,0.778483798156158,0.9817544205479452,1.0092195910115678,0.9769816726027397,1.00441259532708,1.0563653405479452,1.0092195910115678,1.0512101126027398,1.00441259532708
2017-03-28,1.0515,1.1084,0.9536,0.844413082191781,0.8559503746905237,0.8350551263013698,0.8464496251438786,1.0056506956164384,1.0098625173461766,1.000815777671233,1.0051121425728542,1.0371220856164385,1.0098625173461766,1.032127847671233,1.0051121425728542,0.825808010410959,0.8369488755972333,0.816344904520548,0.8274481260505882,1.0027146968493152,1.0070122924821832,0.9980859789041097,1.0022619177088608,1.034089356849315,1.0070122924821832,1.0292956289041097,1.0022619177088608,0.806986948630137,0.8179473765039428,0.7976289927397261,0.8084466269572976,0.9998740580821918,1.0041620676181897,0.9951499801369863,0.9994116928448669,1.031151988082192,1.0041620676181897,1.0262629001369863,0.9994116928448669,0.7883818768493152,0.7989458774106523,0.7789187709589042,0.7894451278640071,0.9970334193150685,1.001311842754196,0.9923093413698632,0.9965614679808734,1.0282146193150685,1.001311842754196,1.023325531369863,0.9965614679808734,0.7695608150684932,0.7799443783173619,0.7602028591780823,0.7704436287707166,0.9943036205479453,0.9984616178902026,0.98946870260274,0.99371124311688,1.0253824005479453,0.9984616178902026,1.0203881626027398,0.99371124311688
2017-03-27,1.3173,1.1172,0.9092,0.8883990821917809,0.9179050673638249,0.8784977263013697,0.9076298841587633,1.1782220956164382,1.0843630352858211,1.1724906776712327,1.0792254436832907,1.0675467856164382,1.0843630352858211,1.0623756476712327,1.0792254436832907,0.8687080904109589,0.8973547009537018,0.8586750045205479,0.8870795177486404,1.174751036849315,1.0812804803243028,1.1692222589041097,1.076142888721772,1.0644158968493151,1.0812804803243028,1.0594674089041096,1.076142888721772,0.8487736486301368,0.8768043345435788,0.838872292739726,0.8665291513385173,1.1713708980821915,1.0781979253627845,1.1657512001369863,1.0730603337602536,1.0613759280821917,1.0781979253627845,1.056336520136986,1.0730603337602536,0.829082656849315,0.8562539681334558,0.8190495709589041,0.8459787849283942,1.1679907593150682,1.0751153704012661,1.162371061369863,1.0699777787987352,1.0583359593150683,1.0751153704012661,1.0532965513698629,1.0699777787987352,0.8091482150684931,0.8357036017233328,0.7992468591780821,0.8254284185182712,1.1647223405479452,1.0720328154397476,1.1589909226027397,1.066895223837217,1.0554277205479452,1.0720328154397476,1.05025658260274,1.066895223837217
2017-03-26,1.08145,1.0825,0.9018,0.8271335821917809,0.843911302030694,0.8179930163013699,0.8345610408922967,1.0139801356164384,0.9953855324727313,1.0091051426712327,0.9907104019035328,1.0145608906164383,0.9953855324727313,1.0096829576712327,0.9907104019035328,0.8089607004109589,0.8252107797538991,0.799711989520548,0.8158605186155019,1.011022681849315,0.9925804541312122,1.0063461189041096,0.9879053235620134,1.011601651849315,0.9925804541312122,1.0069220439041098,0.9879053235620134,0.7905714236301371,0.8065102574771045,0.781430857739726,0.797159996338707,1.0081554080821917,0.989775375789693,1.0033886651369863,0.9851002452204942,1.008732593082192,0.989775375789693,1.0039628051369864,0.9851002452204942,0.7723985418493151,0.7878097352003097,0.7631498309589041,0.7784594740619123,1.0052881343150686,0.9869702974481738,1.000521391369863,0.9822951668789751,1.0058635343150686,0.9869702974481738,1.001093746369863,0.9822951668789751,0.7540092650684931,0.7691092129235151,0.7448686991780822,0.7597589517851175,1.0025291105479452,0.9841652191066546,0.99765411760274,0.9794900885374559,1.0031026205479452,0.9841652191066546,0.9982246876027399,0.9794900885374559
2017-03-24,0.9475,1.084,0.9014,0.7992810821917808,0.8093771014406117,0.7904852863013698,0.8004585178095902,0.9238912956164382,0.9538581562631572,0.9194844376712328,0.9493988644476467,0.9993894456164385,0.9538581562631572,0.9946003876712329,0.9493988644476467,0.7817978904109588,0.7915399341785688,0.7729073445205479,0.7826213505475477,0.9212147768493151,0.9511825811738509,0.9170064589041096,0.9467232893583402,0.9964808768493151,0.9511825811738509,0.9918767089041096,0.9467232893583402,0.764111548630137,0.7737027669165262,0.7553157527397261,0.7647841832855048,0.9186283980821919,0.9485070060845444,0.9143299401369862,0.9440477142690337,0.9936624480821918,0.9485070060845444,0.9889681401369863,0.9440477142690337,0.7466283568493151,0.7558655996544834,0.7377378109589041,0.7469470160234621,0.9160420193150685,0.945831430995238,0.911743561369863,0.9413721391797274,0.9908440193150685,0.945831430995238,0.986149711369863,0.9413721391797274,0.7289420150684932,0.7380284323924408,0.7201462191780823,0.7291098487614194,0.9135640405479452,0.9431558559059317,0.9091571826027399,0.938696564090421,0.9881203405479453,0.9431558559059317,0.9833312826027398,0.938696564090421
2017-03-23,1.0689,1.0267,0.9159999999999999,0.8139760821917807,0.8264238274317508,0.8050010663013698,0.8172921597258402,1.0012075056164382,0.974356844267502,0.9964027176712327,0.9697910104145469,0.9778666856164383,0.974356844267502,0.9731800576712327,0.9697910104145469,0.7961287204109588,0.8081604920199297,0.7870468145205478,0.7990288243140191,0.998290206849315,0.971617343955729,0.9936796889041096,0.9670515101027737,0.975021126849315,0.971617343955729,0.9705329889041097,0.9670515101027737,0.778071798630137,0.7898971566081084,0.769096782739726,0.7807654889021978,0.9954645080821918,0.9688778436439558,0.9907623901369862,0.9643120097910004,0.9722671680821917,0.9688778436439558,0.9676874301369861,0.9643120097910004,0.760224436849315,0.7716338211962872,0.7511425309589042,0.7625021534903766,0.9926388093150684,0.9661383433321827,0.987936691369863,0.9615725094792273,0.9695132093150685,0.9661383433321827,0.964933471369863,0.9615725094792273,0.742167515068493,0.7533704857844661,0.733192499178082,0.7442388180785555,0.9899157805479452,0.9633988430204095,0.9851109926027397,0.9588330091674542,0.9668661405479452,0.9633988430204095,0.9621795126027397,0.9588330091674542
2017-03-22,0.9049,1.0369,0.9157,0.7821940821917808,0.7867990018475977,0.7736119863013698,0.7781626444614891,0.8919464456164382,0.926707991502558,0.8877087876712328,0.9223898128095037,0.9649556456164383,0.926707991502558,0.9603483876712328,0.9223898128095037,0.7651335804109589,0.7695262870753803,0.7564609945205478,0.7608899296892717,0.8893696468493151,0.9241170842867255,0.8853272489041095,0.9197989055936711,0.9621544468493151,0.9241170842867255,0.9577292489041095,0.9197989055936711,0.7478788986301369,0.7522535723031629,0.739296802739726,0.7436172149170541,0.8868844180821918,0.9215261770708928,0.8827504501369863,0.9172079983778384,0.9594448180821917,0.9215261770708928,0.9549280501369861,0.9172079983778384,0.7308183968493152,0.7349808575309456,0.7221458109589041,0.726344500144837,0.8843991893150684,0.9189352698550602,0.880265221369863,0.914617091162006,0.9567351893150683,0.9189352698550602,0.952218421369863,0.914617091162006,0.7135637150684931,0.7177081427587283,0.7049816191780822,0.7090717853726195,0.8820176505479452,0.9163443626392277,0.8777799926027398,0.9120261839461733,0.9541160505479451,0.9163443626392277,0.9495087926027398,0.9120261839461733
2017-03-21,1.1342,1.0356,1.0918,0.8863480821917809,0.8861061900383594,0.8764698263013699,0.8762284927998663,1.0758559156164382,1.0461248853019491,1.0706581276712328,1.0411860366827026,1.0213202556164382,1.0461248853019491,1.016398547671233,1.0411860366827026,0.8666951304109589,0.8663507955613731,0.8567034545205479,0.8564730983228799,1.0726924468493153,1.0431615761304012,1.0677073989041097,1.0382227275111546,1.0183244068493151,1.0431615761304012,1.0136252989041097,1.0382227275111546,0.8468251986301369,0.8465954010843866,0.836946942739726,0.8367177038458935,1.0696381580821919,1.0401982669588532,1.0645439301369863,1.0352594183396064,1.015437738082192,1.0401982669588532,1.0106294501369864,1.0352594183396064,0.8271722468493152,0.8268400066074002,0.8171805709589042,0.8169623093689071,1.0665838693150684,1.0372349577873052,1.0614896413698631,1.0322961091680587,1.0125510693150683,1.0372349577873052,1.0077427813698632,1.0322961091680587,0.8073023150684933,0.8070846121304138,0.7974240591780822,0.7972069148919206,1.0636331405479453,1.0342716486157573,1.05843535260274,1.0293327999965107,1.0097778205479453,1.0342716486157573,1.0048561126027398,1.0293327999965107
2017-03-20,2.4677,1.0323,0.9179999999999999,1.1098760821917808,1.1932054790933737,1.0972371463013697,1.1794890407416927,1.9441699056164383,1.4154117803906034,1.9344635976712325,1.4085535612147633,1.1502501656164383,1.4154117803906034,1.1445629776712327,1.4085535612147633,1.084701440410959,1.165772602390012,1.071815734520548,1.152056164038331,1.9383116868493149,1.4112968488850994,1.9288004089041095,1.4044386297092588,1.1468321268493151,1.4112968488850994,1.1414835089041095,1.4044386297092588,1.059176798630137,1.13833972568665,1.0465378627397262,1.124623287334969,1.9325452680821917,1.407181917379595,1.922942190136986,1.4003236982037544,1.1435058880821918,1.407181917379595,1.1380654701369863,1.4003236982037544,1.034002156849315,1.1109068489832883,1.0211164509589041,1.0971904106316075,1.926778849315068,1.4030669858740907,1.917175771369863,1.3962087666982506,1.1401796493150684,1.4030669858740907,1.134739231369863,1.3962087666982506,1.008477515068493,1.0834739722799267,0.9958385791780822,1.0697575339282457,1.9211156605479451,1.3989520543685865,1.9114093526027398,1.392093835192746,1.1371001805479453,1.3989520543685865,1.1314129926027399,1.392093835192746
2017-03-19,1.00505,1.0009,0.8901,0.7853135821917809,0.7958439347280918,0.7766958963013699,0.7870945156809769,0.9507456156164383,0.937584523291352,0.9462056726712327,0.9332098137677948,0.9484502506164384,0.937584523291352,0.9439219276712327,0.9332098137677948,0.7681783004109588,0.778345096633862,0.7594601095205478,0.7695956775867472,0.9479882618493152,0.9349596975772176,0.9436374189041097,0.9305849880536603,0.945699951849315,0.9349596975772176,0.9413611439041096,0.9305849880536603,0.750842423630137,0.7608462585396323,0.742224737739726,0.7520968394925175,0.9453199180821917,0.9323348718630833,0.9408800651369863,0.9279601623395256,0.9430386630821918,0.9323348718630833,0.9386108451369862,0.9279601623395256,0.7337071418493151,0.7433474204454026,0.724988950958904,0.7345980013982877,0.9426515743150684,0.9297100461489488,0.9382117213698629,0.9253353366253914,0.9403773743150683,0.9297100461489488,0.9359495563698629,0.9253353366253914,0.7163712650684931,0.7258485823511729,0.7077535791780822,0.7170991633040581,0.9400833205479453,0.9270852204348143,0.9355433776027399,0.9227105109112569,0.9378165905479452,0.9270852204348143,0.9332882676027398,0.9227105109112569
2017-03-17,1.0083,1.0253,0.8997,0.795656082191781,0.8064939914594904,0.78690858630137,0.7976114467032331,0.9574861256164383,0.950391216510859,0.9529090876712327,0.9459499441327305,0.9668888256164384,0.950391216510859,0.962264187671233,0.9459499441327305,0.778263620410959,0.7887289019469758,0.7694152945205479,0.7798463571907185,0.9547064268493151,0.947726453083982,0.9503218889041096,0.9432851807058532,0.9640802268493152,0.947726453083982,0.9596463889041096,0.9432851807058532,0.7606677986301369,0.7709638124344611,0.7519203027397261,0.7620812676782037,0.9520166980821918,0.9450616896571047,0.9475421901369863,0.9406204172789758,0.9613615980821919,0.9450616896571047,0.9568377901369863,0.9406204172789758,0.7432753368493151,0.7531987229219463,0.7344270109589042,0.7443161781656892,0.9493269693150683,0.9423969262302276,0.944852461369863,0.9379556538520988,0.9586429693150684,0.9423969262302276,0.954119161369863,0.9379556538520988,0.7256795150684932,0.7354336334094318,0.7169320191780821,0.7265510886531743,0.9467397705479452,0.9397321628033503,0.94216273260274,0.9352908904252216,0.9560251705479452,0.9397321628033503,0.9514005326027399,0.9352908904252216
2017-03-16,1.0079,1.0853,0.8852,0.8071320821917809,0.8218506976231007,0.7982396263013698,0.8127761940397982,0.9619929656164383,0.9688576556726003,0.9573883776712329,0.9643204038809492,1.0048029056164383,0.9688576556726003,0.9999815976712328,0.9643204038809492,0.7894557004109588,0.8037016904564958,0.7804624545205479,0.7946271868731934,0.9591988068493151,0.9661353045976097,0.9547912689041097,0.9615980528059584,1.001877166849315,0.9661353045976097,0.9972451689041095,0.9615980528059584,0.771569998630137,0.7855526832898908,0.762677542739726,0.7764781797065884,0.9564931680821918,0.9634129535226189,0.9519971101369863,0.9588757017309677,0.9990399480821918,0.9634129535226189,0.9943194301369862,0.9588757017309677,0.7538936168493151,0.7674036761232859,0.7449003709589042,0.7583291725399834,0.9537875293150684,0.9606906024476283,0.9492914713698629,0.956153350655977,0.9962027293150684,0.9606906024476283,0.9914822113698629,0.956153350655977,0.7360079150684931,0.7492546689566809,0.7271154591780822,0.7401801653733786,0.9511904205479451,0.9579682513726374,0.9465858326027399,0.9534309995809863,0.9934663005479452,0.9579682513726374,0.9886449926027399,0.9534309995809863
2017-03-15,0.9589,2.1731,0.8876,1.091316082191781,1.149568576741582,1.0788429063013698,1.1363975996692985,1.0602628656164383,1.362938405312574,1.0550661576712328,1.3563529167764325,1.7318368856164381,1.362938405312574,1.7232404176712328,1.3563529167764325,1.0665870404109588,1.123226622597015,1.0540179745205478,1.1100556455247317,1.057135046849315,1.3589871121908892,1.0522444089041096,1.3524016236547471,1.7266449268493151,1.3589871121908892,1.7182331089041096,1.3524016236547471,1.041544798630137,1.096884668452448,1.029071622739726,1.0837136913801644,1.0540959880821916,1.3550358190692038,1.0491165901369863,1.3484503305330622,1.7215417280821916,1.3550358190692038,1.713041150136986,1.3484503305330622,1.016815756849315,1.0705427143078812,1.004246690958904,1.0573717372355975,1.0510569293150684,1.351084525947519,1.046077531369863,1.3444990374113774,1.7164385293150684,1.351084525947519,1.7079379513698627,1.3444990374113774,0.991773515068493,1.044200760163314,0.9793003391780821,1.0310297830910307,1.048235180547945,1.3471332328258339,1.0430384726027397,1.3405477442896923,1.7114312205479452,1.3471332328258339,1.7028347526027399,1.3405477442896923
2017-03-14,0.9912,1.0279,0.8992,0.7926070821917808,0.8027362009482437,0.7838972063013698,0.793900628573377,0.9461995656164383,0.9458724734210847,0.9416810076712328,0.9414546872336517,0.9664983356164383,0.9458724734210847,0.9618770176712328,0.9414546872336517,0.7752901204109588,0.7850650561985102,0.766481124520548,0.7762294838236435,0.9434550368493151,0.9432218017086249,0.9391291889041096,0.9388040155211915,0.963691416849315,0.9432218017086249,0.9592591389041096,0.9388040155211915,0.757771248630137,0.7673939114487767,0.7490613727397261,0.7585583390739099,0.9408004280821918,0.9405711299961649,0.9363846601369863,0.9361533438087315,0.9609744180821919,0.9405711299961649,0.9564522201369863,0.9361533438087315,0.7404542868493151,0.7497227666990431,0.7316452909589042,0.7408871943241766,0.9381458193150684,0.937920458283705,0.933730051369863,0.9335026720962715,0.9582574193150684,0.937920458283705,0.953735221369863,0.9335026720962715,0.7229354150684931,0.7320516219493097,0.7142255391780822,0.723216049574443,0.9355940005479453,0.9352697865712448,0.9310754426027399,0.9308520003838114,0.9556395405479452,0.9352697865712448,0.9510182226027399,0.9308520003838114
